,ARMA-ARCH-before,ARMA-ARCH-update,ARIMA-before,ARIMA-update,GAM-before,GAM-update,LM-before,LM-update,LSTM-before,LSTM-update,benchmark
143,98.7985076555985,251.960953171382,31.1309020431428,236.920900821809,32.4777303793787,203.714562116283,88.7910539010604,232.54531410367,144.474435070211,310.319385570692,91.2311891509451
144,100.09021644901,253.322275487128,34.6614085413206,246.405984751842,35.3842645411331,207.79546097986,97.5744405966546,243.200694318071,148.011537040967,314.922657605699,97.1241079930603
145,102.039713743154,256.420538502597,34.7278433252537,248.664580827946,36.1836115960717,211.049611506655,100.523221778103,247.783140226427,151.101514480782,318.400299483163,109.611423536873
146,102.887411382466,256.847173393116,34.1238663946592,247.191705190753,34.8155124013943,209.07162407712,100.074345007454,247.009912512712,148.010192225964,314.754507648566,113.513217659959
147,103.436682204566,257.641347963793,34.8960987519463,248.355059984449,34.5486756564471,208.862168196235,100.89671785163,248.158707747198,148.485355307411,315.937514337673,110.630877520212
148,105.697906901066,259.902572660292,36.8508153038428,250.309776536346,34.3028362396779,208.616328779466,100.526438751496,247.788428647064,152.384292124633,319.836451154895,111.611825178907
149,105.727762447997,259.932428207223,39.0175032298463,252.476464462349,37.0895790366856,211.403071576474,101.358284315299,248.620274210867,155.512836085384,322.964995115646,113.584182441603
150,120.43472953556,275.031770692028,35.4043640745988,251.07255574169,50.90247771676,225.395123141132,111.574709138304,259.817887580588,166.350281154011,334.409052925976,116.341674237633
151,117.310837345641,273.182708266282,31.0966205828941,248.523978112709,47.3138120099612,222.789565026483,106.440664275039,256.440722725565,162.277002897389,330.684095050429,118.645423771151
152,116.614711818448,272.751026033154,28.9425905924958,247.381830639347,45.507946985311,221.761353731218,104.095188983653,255.234644583669,159.74176657216,329.328335426974,112.228308000343
153,107.046056489206,263.412124329982,22.8007291325472,242.69122042078,45.4486882747341,221.718766257748,96.7769243902422,248.934933980394,151.766050889368,323.061885401468,110.483678943648
154,98.2257175903924,259.409340341181,7.26989476446955,235.023927113523,34.8653031845193,216.645927835339,86.3793459936557,243.895027389156,144.316394915001,319.843789375076,100.457620755741
155,89.1948257545922,255.072970452564,1.30792487915807,232.285829814819,29.3073807929639,214.159294627949,82.5236651477617,242.333983333074,132.895231364419,314.134690821963,87.5419076380946
156,89.7558480479827,255.433195196904,1.15720651827248,232.23636312056,29.5192272798951,214.376491212719,82.7782625725214,242.47028845967,131.714958491765,313.7462558781,79.9557285739278
157,81.0873031664191,251.415622612245,-8.34258395914013,227.660619458989,26.0473820661333,212.855319637362,78.5590435676001,240.565968925214,126.597853200741,311.189396575148,80.1379436060462
